Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
5, 1, Settle New City running, TARGET 65:32
5, 1, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
12, 4, Naval Superiority, No recruits to reach minimum, , , 
12, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 5, Settle New City running, TARGET 20:23
12, 5, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
12, 5, Settle New City, No recruits to reach minimum, , , 
12, 5, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
12, 5, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 5, Settle New City, Operation Move, UNIT_SETTLER, 24:24, 21:24, 24:24
12, 5, Settle New City, Operation Move, UNIT_WARRIOR, 24:24, 21:24, 24:24
12, 6, Settle New City running, TARGET 13:43
12, 6, Settle New City, ,0, Not Ready, 
12, 7, Barb Camp Tech Boost, Started
12, 7, Settle New City running, TARGET 35:42
12, 7, Settle New City, ,0, Not Ready, 
12, 7, Barb Camp Tech Boost running, TARGET -9999:-9999
12, 7, Barb Camp Tech Boost, ,0, Not Ready, 
12, 7, Naval Superiority running, TARGET 44:44
12, 7, Naval Superiority, ,0, Not Ready, 
12, 7, Barb Camp Tech Boost, Operation Change Target INVALID, No backup
12, 7, Barb Camp Tech Boost, Operation complete
12, 7, Naval Superiority, No recruits to reach minimum, , , 
12, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 8, Settle New City running, TARGET 39:12
12, 8, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
12, 8, Naval Superiority running, TARGET 33:17
12, 8, Naval Superiority, ,0, Not Ready, 
12, 8, Settle New City, No recruits to reach minimum, , , 
12, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
12, 8, Settle New City, No recruits to reach minimum, , , 
12, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
12, 8, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 8, Settle New City, Operation Move, UNIT_SETTLER, 38:16, 39:12, 38:16
12, 8, Settle New City, Operation Move, UNIT_WARRIOR, 38:16, 39:12, 38:16
12, 8, Naval Superiority, No recruits to reach minimum, , , 
12, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 9, Settle New City running, TARGET 86:30
12, 9, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_SUMERIAN_WAR_CART; 
12, 9, Naval Superiority running, TARGET 81:36
12, 9, Naval Superiority, ,0, Not Ready, 
12, 9, Settle New City, No recruits to reach minimum, , , 
12, 9, Settle New City, No recruits to match strength, , Enemy Str: 0 / 30.0, 
12, 9, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 9, Settle New City, Operation Move, UNIT_WARRIOR, 85:32, 85:31, 85:31
12, 9, Settle New City, Operation Move, UNIT_SUMERIAN_WAR_CART, 84:32, 85:30, 84:31
12, 9, Settle New City, Operation Move, UNIT_SETTLER, 83:37, 86:30, 84:35
12, 9, Naval Superiority, No recruits to reach minimum, , , 
12, 9, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 10, Naval Superiority running, TARGET 14:50
12, 10, Naval Superiority, ,0, Not Ready, 
12, 10, Naval Superiority, No recruits to reach minimum, , , 
12, 10, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 11, Naval Superiority running, TARGET 83:17
12, 11, Naval Superiority, ,0, Not Ready, 
12, 11, Naval Superiority, No recruits to reach minimum, , , 
12, 11, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 13, Naval Superiority running, TARGET 29:45
12, 13, Naval Superiority, ,0, Not Ready, 
12, 13, Naval Superiority, No recruits to reach minimum, , , 
12, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 14, Naval Superiority running, TARGET 79:26
12, 14, Naval Superiority, ,0, Not Ready, 
12, 14, Naval Superiority, No recruits to reach minimum, , , 
12, 14, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 15, Naval Superiority running, TARGET 66:18
12, 15, Naval Superiority, ,0, Not Ready, 
12, 15, Naval Superiority, No recruits to reach minimum, , , 
12, 15, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 16, City Defense running, TARGET 29:12
12, City Defense, 16, , Battle line, 28:12, 0 endangered
12, 16, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
12, 16, City Defense, No recruits to reach minimum, , , 
12, 16, City Defense, No recruits to match strength, , Enemy Str: 3 / 25.0, 
12, 16, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 16, City Defense, Op Attack Units Targets, Target 0, Owner 63, UNIT_SCOUT, 28:12
12, 16, City Defense, Operation Attack Units, UNIT_WARRIOR, At 27:13, Move 27:13, Attack 28:12
12, 16, City Defense, Operation Attack Units, UNIT_WARRIOR, At 29:12, Move 29:12, Attack 28:12
12, 17, Naval Superiority running, TARGET 95:22
12, 17, Naval Superiority, ,0, Not Ready, 
12, 17, Naval Superiority, No recruits to reach minimum, , , 
12, 17, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 18, Naval Superiority running, TARGET 28:18
12, 18, Naval Superiority, ,0, Not Ready, 
12, 18, Naval Superiority, No recruits to reach minimum, , , 
12, 18, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 19, Naval Superiority running, TARGET 18:23
12, 19, Naval Superiority, ,0, Not Ready, 
12, 19, Naval Superiority, No recruits to reach minimum, , , 
12, 19, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 20, Naval Superiority running, TARGET 51:30
12, 20, Naval Superiority, ,0, Not Ready, 
12, 20, Naval Superiority, No recruits to reach minimum, , , 
12, 20, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 21, Naval Superiority running, TARGET 94:41
12, 21, Naval Superiority, ,0, Not Ready, 
12, 21, Attack Barb Camp running, TARGET 91:34
12, Attack Barb Camp, 21, , Battle line, 91:35, 0 endangered
12, 21, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
12, 21, Attack Barb Camp, No recruits to reach minimum, , , 
12, 21, Attack Barb Camp, No recruits to match strength, , Enemy Str: 27 / 12.5, 
12, 21, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 21, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 91:34
12, 21, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 91:34
12, 21, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 94:39, Move -9999:-9999, Arrive 94:39
12, 21, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 93:38, Move -9999:-9999, Arrive 93:38
12, 21, Attack Barb Camp, Attack Target Move, UNIT_WARRIOR, At 92:36, Move 91:33, Arrive 92:36
12, 21, Attack Barb Camp, Attack Target Move Melee, UNIT_WARRIOR, At 92:36, Move 92:34, Arrive 92:36
12, 21, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 94:39
12, 21, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 93:38
12, 21, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 92:36
12, 21, Naval Superiority, No recruits to reach minimum, , , 
12, 21, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 22, Naval Superiority running, TARGET 41:35
12, 22, Naval Superiority, ,0, Not Ready, 
12, 22, Naval Superiority, No recruits to reach minimum, , , 
12, 22, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 23, Naval Superiority running, TARGET 78:43
12, 23, Naval Superiority, ,0, Not Ready, 
12, 23, Naval Superiority, No recruits to reach minimum, , , 
12, 23, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 24, Attack Barb Camp running, TARGET 42:10
12, Attack Barb Camp, 24, , Battle line, 42:11, 0 endangered
12, 24, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
12, 24, Attack Barb Camp, No recruits to reach minimum, , , 
12, 24, Attack Barb Camp, No recruits to match strength, , Enemy Str: 17 / 12.5, 
12, 24, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 24, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
12, 24, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 42:10
12, 24, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 42:11, Move 42:11, Attack 42:10
12, 25, Naval Superiority running, TARGET 37:7
12, 25, Naval Superiority, ,0, Not Ready, 
12, 25, Naval Superiority, No recruits to reach minimum, , , 
12, 25, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 26, Naval Superiority running, TARGET 76:40
12, 26, Naval Superiority, ,0, Not Ready, 
12, 26, Naval Superiority, No recruits to reach minimum, , , 
12, 26, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 27, Naval Superiority running, TARGET 14:32
12, 27, Naval Superiority, ,0, Not Ready, 
12, 27, Naval Superiority, No recruits to reach minimum, , , 
12, 27, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 28, Naval Superiority running, TARGET 47:42
12, 28, Naval Superiority, ,0, Not Ready, 
12, 28, Naval Superiority, No recruits to reach minimum, , , 
12, 28, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 29, Naval Superiority running, TARGET 87:27
12, 29, Naval Superiority, ,0, Not Ready, 
12, 29, Naval Superiority, No recruits to reach minimum, , , 
12, 29, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 30, Naval Superiority running, TARGET 77:34
12, 30, Naval Superiority, ,0, Not Ready, 
12, 30, Attack Barb Camp, Started
12, 30, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
12, 30, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
12, 30, Attack Barb Camp, Recruiting strength, , Enemy Str: 35 / 0.0, UNIT_WARRIOR
12, 30, Attack Barb Camp, Recruiting strength, , Enemy Str: 35 / 0.0, UNIT_WARRIOR
12, Attack Barb Camp, 30, , Battle line, 73:30, 0 endangered
12, 30, Attack Barb Camp, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
12, Attack Barb Camp, 30, , Battle line, 73:30, 0 endangered
12, 30, Attack Barb Camp, No recruits to reach minimum, , , 
12, 30, Attack Barb Camp, Recruiting strength, , Enemy Str: 35 / 12.5, UNIT_WARRIOR
12, 30, Attack Barb Camp, Recruiting strength, , Enemy Str: 35 / 12.5, UNIT_WARRIOR
12, Attack Barb Camp, 30, , Battle line, 73:30, 0 endangered
12, 30, Attack Barb Camp, Operation Recruit, 3 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
12, Attack Barb Camp, 30, , Battle line, 73:30, 0 endangered
12, 30, Attack Barb Camp, No recruits to reach minimum, , , 
12, 30, Attack Barb Camp, No recruits to match strength, , Enemy Str: 35 / 12.5, 
12, Attack Barb Camp, 30, , Battle line, 73:30, 0 endangered
12, 30, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 30, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SCOUT, 72:29
12, 30, Attack Barb Camp, Op Attack Units Targets, Target 1, Owner 63, UNIT_SPEARMAN, 73:29
12, 30, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 74:30, Move 74:30, Attack 73:29
12, 30, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 73:31, Move 73:30, Attack -9999:-9999
12, 30, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 75:32, Move -9999:-9999, Arrive 75:32
12, 30, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 74:31
12, 30, Naval Superiority, No recruits to reach minimum, , , 
12, 30, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
12, 63, Barbarian Attack running, TARGET 16:41
12, 63, Barbarian Attack, ,0, Not Ready, 
13, 1, Settle New City running, TARGET 67:29
13, 1, Settle New City, ,0, Not Ready, 
13, 1, Naval Superiority running, TARGET 69:34
13, 1, Naval Superiority, ,0, Not Ready, 
13, 1, Barb Camp Tech Boost running, TARGET 66:26
13, Barb Camp Tech Boost, 1, , Battle line, 66:27, 0 endangered
13, 1, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; 
13, 1, Barb Camp Tech Boost, No recruits to reach minimum, , , 
13, 1, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 28 / 20.0, 
13, 1, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 1, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 66:26
13, 1, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 66:27, Move 66:27, Attack 66:26
13, 1, Barb Camp Tech Boost, Operation Attack Units, UNIT_SLINGER, At 67:29, Move 67:26, Attack -9999:-9999
13, 1, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 66:32, Move -9999:-9999, Arrive 66:32
13, 1, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_WARRIOR, At 65:32
13, 1, Naval Superiority, No recruits to reach minimum, , , 
13, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 2, Settle New City running, TARGET 64:24
13, Settle New City, 2, , Battle line, 64:24, 0 endangered
13, 2, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
13, 2, Naval Superiority running, TARGET 61:23
13, 2, Naval Superiority, ,0, Not Ready, 
13, 2, Barb Camp Tech Boost running, TARGET 66:26
13, Barb Camp Tech Boost, 2, , Battle line, 63:25, 1 endangered
13, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; 
13, 2, Attack Walled City running, TARGET 57:26
13, 2, Attack Walled City, ,0, Not Ready, 
13, 2, Settle New City, No recruits to reach minimum, , , 
13, 2, Settle New City, No recruits to match strength, , Enemy Str: 18 / 20.0, 
13, 2, Settle New City, No recruits to reach minimum, , , 
13, 2, Settle New City, No recruits to match strength, , Enemy Str: 18 / 20.0, 
13, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:24, 63:24, 63:24
13, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:23, 63:23, 63:23
13, 2, Settle New City, Operation Move, UNIT_SETTLER, 62:23, 64:24, 62:23
13, 2, Settle New City, Operation Move, UNIT_WARRIOR, 62:23, 64:24, 62:23
13, 2, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 2, Barb Camp Tech Boost, Operation Protect Units, UNIT_WARRIOR, Promote
13, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 63:30, Move -9999:-9999, Arrive 63:30
13, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_SLINGER, At 61:22, Move -9999:-9999, Arrive 61:22
13, 2, Barb Camp Tech Boost, Attack Target Range Attack, UNIT_SLINGER, At 61:22
13, 2, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_WARRIOR, At 63:29
13, 2, Attack Walled City, No recruits to reach minimum, , , 
13, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 2, Naval Superiority, No recruits to reach minimum, , , 
13, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 3, Settle New City running, TARGET 12:27
13, 3, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
13, 3, Naval Superiority running, TARGET 9:26
13, 3, Naval Superiority, ,0, Not Ready, 
13, 3, Barb Camp Tech Boost running, TARGET 5:24
13, Barb Camp Tech Boost, 3, , Battle line, 1073741830:25, 0 endangered
13, 3, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; 
13, 3, Settle New City, No recruits to reach minimum, , , 
13, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
13, 3, Settle New City, No recruits to reach minimum, , , 
13, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
13, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 3, Settle New City, Operation Move, UNIT_SETTLER, 12:27, 12:27, 12:27
13, 3, Settle New City, Operation Move, UNIT_WARRIOR, 12:27, 12:27, 12:27
13, 3, Settle New City, Operation complete
13, Barb Camp Tech Boost, 3, , Battle line, 1073741830:25, 0 endangered
13, 3, Barb Camp Tech Boost, No recruits to reach minimum, , , 
13, 3, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 35 / 20.0, 
13, Barb Camp Tech Boost, 3, , Battle line, 1073741830:25, 0 endangered
13, 3, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 3, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SCOUT, 6:27
13, 3, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 7:26, Move 7:26, Attack 6:27
13, 3, Barb Camp Tech Boost, Operation Attack Units, UNIT_SLINGER, At 7:25, Move 6:26, Attack -9999:-9999
13, 3, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SCOUT, 6:27
13, 3, Barb Camp Tech Boost, Operation Move, UNIT_WARRIOR, 8:26, 5:25, 7:25
13, 3, Naval Superiority, No recruits to reach minimum, , , 
13, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 4, Settle New City running, TARGET 63:10
13, 4, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
13, 4, Naval Superiority running, TARGET 65:9
13, 4, Naval Superiority, ,0, Not Ready, 
13, 4, Barb Camp Tech Boost running, TARGET 67:3
13, Barb Camp Tech Boost, 4, , Battle line, 66:5, 0 endangered
13, 4, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
13, 4, Settle New City, No recruits to reach minimum, , , 
13, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
13, 4, Settle New City, No recruits to reach minimum, , , 
13, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
13, 4, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 4, Settle New City, Operation Move, UNIT_SETTLER, 66:10, 63:10, 66:10
13, 4, Settle New City, Operation Move, UNIT_WARRIOR, 66:10, 63:10, 66:10
13, 4, Barb Camp Tech Boost, No recruits to reach minimum, , , 
13, 4, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 20.0, 
13, 4, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 4, Barb Camp Tech Boost, Operation Move, UNIT_WARRIOR, 66:7, 67:4, 67:6
13, 4, Barb Camp Tech Boost, Operation Move, UNIT_WARRIOR, 66:9, 67:4, 66:8
13, 4, Barb Camp Tech Boost, Operation Move, UNIT_WARRIOR, 67:10, 67:4, 66:9
13, 4, Naval Superiority, No recruits to reach minimum, , , 
13, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 5, Settle New City running, TARGET 20:23
13, 5, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
13, 5, Settle New City, No recruits to reach minimum, , , 
13, 5, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
13, 5, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
13, 5, Settle New City, Operation Move, UNIT_SETTLER, 24:24, 20:23, 24:24
13, 5, Settle New City, Operation Move, UNIT_WARRIOR, 24:24, 20:23, 24:24
13, 6, Settle New City running, TARGET 13:43
13, 6, Settle New City, ,0, Not Ready, 
13, 7, Barb Camp Tech Boost, Started
13, 7, Settle New City running, TARGET 35:42
13, 7, Settle New City, ,0, Not Ready, 
13, 7, Barb Camp Tech Boost running, TARGET -9999:-9999
13, 7, Barb Camp Tech Boost, ,0, Not Ready, 
