,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND
UNIT_AZTEC_EAGLE_WARRIOR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.07, 1.86, 2.47, 1.86, 1.85, 0.88, 1.26, 1.26, 0.88, 0.74, 1.87, 1.00, 100.00, 1.87, 0.54, 0.54, 1.11, 0.40, 0.54, 0.59, 100.00, 0.84, 0.38, 0.21, 0.40, 0.21, 0.40, 0.21, 0.27, 0.27, 100.00, 0.54, 0.12, 0.12, 0.18, 0.15, 0.09, 0.13, 0.13, 0.07, 0.08, 0.07, 0.08, 0.07, 100.00, 0.09, 0.07, 0.09, 100.00, 0.02, 0.06, 0.04, 0.04, 0.03, 0.03, 0.03, 0.08, 0.04, 0.01, 0.01, 0.01, 100.00, 0.03, 0.07, 0.04, 0.04, 0.02, 0.03, 0.03, 100.00, 0.00, 0.01, 0.03, 0.05, 0.03, 1.00, 0.09, 0.30, 0.12, 0.61, 0.54, 0.54, 0.56, 0.05, 0.54, 0.08, 0.08, 0.07, 0.27, 0.26, 0.12, 1.86, 0.09, 0.22, 0.07, 0.59, 0.19, 0.54, 0.13, 0.88, 0.09, 0.10, 0.04, 100.00, 0.17, 100.00, 0.76, 0.29, 0.07, 0.01, 100.00
UNIT_INDONESIAN_JONG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.16, 21.00, 16.36, 20.00, 7.88, 11.64, 11.64, 7.88, 15.29, 13.27, 11.04, 100.00, 13.27, 6.11, 5.05, 14.29, 4.50, 6.11, 6.00, 100.00, 7.14, 10.67, 2.60, 3.97, 1.94, 4.50, 1.94, 6.95, 5.01, 100.00, 4.22, 1.64, 1.64, 1.69, 1.57, 1.00, 1.50, 1.50, 1.65, 0.66, 0.45, 0.79, 0.86, 100.00, 0.78, 0.45, 1.57, 100.00, 0.11, 0.63, 0.50, 0.31, 0.17, 0.21, 0.21, 0.63, 0.19, 0.05, 0.05, 0.08, 100.00, 0.60, 0.52, 0.19, 0.17, 0.11, 0.15, 0.17, 100.00, 0.03, 0.06, 0.17, 0.19, 0.13, 11.04, 1.00, 2.37, 1.14, 11.11, 6.11, 5.05, 7.88, 0.56, 4.22, 1.57, 1.06, 0.67, 6.15, 3.21, 1.14, 16.36, 0.78, 2.16, 0.52, 7.69, 1.83, 6.11, 1.50, 7.88, 1.20, 0.56, 0.74, 100.00, 1.64, 100.00, 11.11, 2.66, 0.56, 0.03, 100.00
UNIT_KHMER_DOMREY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.25, 5.97, 5.67, 5.06, 4.07, 2.30, 4.86, 4.86, 3.26, 2.77, 4.16, 3.30, 100.00, 4.16, 1.93, 1.44, 2.27, 1.50, 1.93, 2.48, 100.00, 3.64, 1.40, 0.88, 1.17, 0.57, 1.50, 0.57, 1.00, 0.76, 100.00, 1.38, 0.55, 0.55, 0.69, 0.64, 0.42, 0.62, 0.62, 0.28, 0.19, 0.15, 0.32, 0.32, 100.00, 0.31, 0.15, 0.17, 100.00, 0.07, 0.26, 0.18, 0.15, 0.10, 0.14, 0.14, 0.26, 0.09, 0.03, 0.03, 0.05, 100.00, 0.14, 0.23, 0.13, 0.08, 0.08, 0.07, 0.06, 100.00, 0.02, 0.04, 0.10, 0.09, 0.06, 3.30, 0.42, 1.00, 0.32, 1.17, 1.93, 1.44, 1.42, 0.24, 1.38, 0.15, 0.13, 0.23, 0.56, 1.05, 0.32, 5.06, 0.22, 0.60, 0.16, 1.05, 0.52, 1.93, 0.46, 3.26, 0.41, 0.16, 0.08, 100.00, 0.55, 100.00, 1.52, 0.78, 0.16, 0.02, 100.00
UNIT_POLISH_HUSSAR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 10.78, 10.78, 7.27, 6.67, 7.09, 8.60, 100.00, 7.09, 4.50, 4.50, 6.67, 3.18, 4.50, 6.25, 100.00, 5.88, 4.22, 1.70, 3.22, 1.70, 3.18, 1.70, 2.86, 2.22, 100.00, 2.02, 1.00, 1.00, 1.44, 1.41, 0.88, 1.29, 1.29, 0.59, 0.59, 0.40, 0.46, 0.45, 100.00, 0.69, 0.40, 0.79, 100.00, 0.07, 0.31, 0.32, 0.28, 0.13, 0.18, 0.18, 0.21, 0.14, 0.02, 0.02, 0.04, 100.00, 0.18, 0.45, 0.14, 0.12, 0.06, 0.09, 0.13, 100.00, 0.01, 0.03, 0.11, 0.11, 0.08, 8.60, 0.88, 3.09, 1.00, 5.56, 4.50, 4.50, 7.27, 0.27, 2.02, 0.79, 0.52, 0.59, 2.86, 2.20, 1.00, 12.50, 0.69, 1.86, 0.45, 4.00, 1.58, 4.50, 1.29, 7.27, 0.69, 0.33, 0.31, 100.00, 0.68, 100.00, 5.26, 2.30, 0.49, 0.02, 100.00
UNIT_NUBIAN_PITATI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.66, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.57, 2.80, 3.66, 2.09, 2.36, 0.96, 1.00, 1.00, 0.66, 1.86, 1.99, 1.65, 100.00, 1.99, 0.98, 0.60, 1.32, 0.75, 0.98, 1.65, 100.00, 0.56, 0.95, 0.48, 0.76, 0.24, 0.75, 0.24, 0.71, 0.60, 100.00, 0.74, 0.36, 0.36, 0.15, 0.44, 0.09, 0.10, 0.10, 0.28, 0.14, 0.11, 0.28, 0.26, 100.00, 0.11, 0.11, 0.17, 100.00, 0.04, 0.20, 0.18, 0.05, 0.03, 0.04, 0.04, 0.20, 0.07, 0.02, 0.02, 0.03, 100.00, 0.16, 0.09, 0.05, 0.06, 0.02, 0.05, 0.06, 100.00, 0.01, 0.03, 0.03, 0.07, 0.05, 1.65, 0.09, 0.86, 0.18, 1.00, 0.98, 0.60, 0.96, 0.20, 0.74, 0.17, 0.14, 0.07, 0.41, 0.57, 0.18, 2.09, 0.15, 0.25, 0.13, 0.59, 0.23, 0.98, 0.10, 0.66, 0.30, 0.13, 0.09, 100.00, 0.36, 100.00, 0.88, 0.31, 0.13, 0.02, 100.00
UNIT_MACEDONIAN_HYPASPIST, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.50, 4.55, 3.50, 3.46, 1.58, 2.30, 2.30, 1.58, 1.23, 3.45, 1.86, 100.00, 3.45, 1.00, 1.00, 2.06, 0.74, 1.00, 1.01, 100.00, 1.56, 0.64, 0.40, 0.72, 0.40, 0.74, 0.40, 0.47, 0.50, 100.00, 1.00, 0.22, 0.22, 0.33, 0.26, 0.16, 0.24, 0.24, 0.11, 0.13, 0.09, 0.13, 0.11, 100.00, 0.16, 0.09, 0.17, 100.00, 0.02, 0.08, 0.07, 0.06, 0.04, 0.05, 0.05, 0.11, 0.05, 0.01, 0.01, 0.02, 100.00, 0.05, 0.11, 0.05, 0.05, 0.02, 0.04, 0.04, 100.00, 0.01, 0.02, 0.04, 0.07, 0.04, 1.86, 0.16, 0.52, 0.22, 1.02, 1.00, 1.00, 0.90, 0.08, 1.00, 0.14, 0.12, 0.11, 0.47, 0.49, 0.22, 3.50, 0.16, 0.43, 0.11, 1.10, 0.36, 1.00, 0.24, 1.58, 0.16, 0.17, 0.06, 100.00, 0.33, 100.00, 1.40, 0.54, 0.11, 0.01, 100.00
UNIT_MACEDONIAN_HETAIROI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.50, 4.55, 3.50, 3.46, 1.58, 2.30, 2.30, 1.58, 2.06, 1.57, 1.86, 100.00, 1.57, 1.00, 1.00, 2.06, 0.74, 1.00, 1.52, 100.00, 1.56, 0.94, 0.40, 0.72, 0.40, 0.74, 0.40, 0.64, 0.50, 100.00, 0.47, 0.22, 0.22, 0.33, 0.32, 0.20, 0.30, 0.30, 0.13, 0.13, 0.09, 0.13, 0.11, 100.00, 0.16, 0.09, 0.17, 100.00, 0.02, 0.08, 0.07, 0.07, 0.04, 0.05, 0.05, 0.07, 0.05, 0.01, 0.01, 0.02, 100.00, 0.05, 0.11, 0.05, 0.05, 0.03, 0.04, 0.04, 100.00, 0.01, 0.02, 0.04, 0.05, 0.04, 1.86, 0.20, 0.69, 0.22, 1.66, 1.00, 1.00, 1.58, 0.08, 0.47, 0.17, 0.12, 0.13, 0.64, 0.49, 0.22, 3.50, 0.16, 0.43, 0.11, 1.10, 0.36, 1.00, 0.30, 1.58, 0.16, 0.09, 0.07, 100.00, 0.15, 100.00, 1.40, 0.54, 0.11, 0.01, 100.00
UNIT_PERSIAN_IMMORTAL, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 3.08, 3.66, 2.20, 2.13, 1.00, 1.44, 1.44, 1.00, 1.83, 3.04, 1.78, 100.00, 3.04, 1.11, 0.63, 1.29, 0.85, 1.11, 1.32, 100.00, 0.98, 0.95, 0.55, 0.90, 0.25, 0.85, 0.25, 0.71, 0.61, 100.00, 1.13, 0.36, 0.36, 0.21, 0.38, 0.13, 0.18, 0.18, 0.23, 0.09, 0.07, 0.25, 0.24, 100.00, 0.09, 0.07, 0.11, 100.00, 0.02, 0.18, 0.14, 0.04, 0.03, 0.04, 0.04, 0.23, 0.04, 0.01, 0.01, 0.01, 100.00, 0.12, 0.08, 0.04, 0.04, 0.02, 0.03, 0.03, 100.00, 0.00, 0.01, 0.03, 0.05, 0.03, 1.78, 0.13, 0.71, 0.14, 1.04, 1.11, 0.63, 1.00, 0.18, 1.13, 0.10, 0.08, 0.08, 0.31, 0.65, 0.14, 2.20, 0.09, 0.26, 0.08, 0.69, 0.22, 1.11, 0.15, 1.00, 0.27, 0.11, 0.04, 100.00, 0.49, 100.00, 0.88, 0.33, 0.08, 0.01, 100.00
UNIT_DIGGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 13.33, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 40.00, 25.00, 16.67, 25.00, 16.67, 16.67, 20.00, 20.00, 16.67, 5.56, 22.22, 18.18, 100.00, 22.22, 13.33, 13.33, 11.11, 10.94, 13.33, 6.25, 100.00, 11.11, 3.85, 6.50, 7.90, 6.50, 10.94, 6.50, 3.33, 5.00, 100.00, 11.44, 3.72, 3.72, 5.76, 2.78, 1.79, 2.27, 2.27, 1.40, 2.14, 1.48, 1.72, 1.70, 100.00, 2.55, 1.48, 3.13, 100.00, 0.23, 1.16, 0.90, 0.75, 0.38, 0.54, 0.54, 1.73, 0.54, 0.06, 0.06, 0.08, 100.00, 0.54, 1.70, 0.54, 0.47, 0.22, 0.36, 0.41, 100.00, 0.03, 0.05, 0.33, 0.78, 0.24, 18.18, 1.79, 4.17, 3.72, 5.00, 13.33, 13.33, 5.56, 1.00, 11.44, 1.56, 2.26, 1.40, 3.33, 7.77, 3.72, 25.00, 2.55, 7.09, 1.70, 7.69, 6.04, 13.33, 2.27, 16.67, 2.55, 2.77, 0.85, 100.00, 5.29, 100.00, 10.00, 8.70, 1.87, 0.03, 100.00
UNIT_ZULU_IMPI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.58, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 3.45, 5.56, 7.64, 5.88, 2.30, 3.50, 3.50, 2.30, 1.68, 3.50, 4.13, 100.00, 3.50, 1.00, 2.14, 4.35, 0.72, 1.00, 1.40, 100.00, 2.34, 0.90, 0.39, 0.72, 0.86, 1.57, 0.86, 0.64, 0.73, 100.00, 1.00, 0.22, 0.22, 0.49, 0.37, 0.24, 0.33, 0.33, 0.16, 0.29, 0.19, 0.14, 0.11, 100.00, 0.22, 0.19, 0.27, 100.00, 0.03, 0.09, 0.09, 0.08, 0.05, 0.06, 0.06, 0.11, 0.09, 0.01, 0.01, 0.02, 100.00, 0.06, 0.16, 0.07, 0.08, 0.03, 0.05, 0.05, 100.00, 0.01, 0.02, 0.05, 0.07, 0.05, 1.87, 0.24, 0.73, 0.49, 1.36, 1.00, 2.14, 0.89, 0.09, 1.00, 0.21, 0.17, 0.16, 0.96, 0.49, 0.49, 5.23, 0.33, 0.92, 0.22, 1.62, 0.78, 1.00, 0.33, 2.30, 0.15, 0.16, 0.09, 100.00, 0.33, 100.00, 2.06, 1.16, 0.24, 0.01, 100.00
UNIT_KOREAN_HWACHA, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 6.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.16, 12.11, 16.36, 11.11, 8.88, 9.07, 9.07, 6.12, 8.14, 13.52, 12.11, 100.00, 13.52, 6.91, 5.71, 7.14, 5.10, 6.91, 11.00, 100.00, 5.29, 6.00, 2.96, 4.61, 2.21, 5.10, 2.21, 4.85, 3.66, 100.00, 4.75, 1.83, 1.83, 1.33, 3.10, 0.64, 0.94, 0.94, 1.25, 0.74, 0.51, 0.91, 0.98, 100.00, 0.59, 0.51, 1.00, 100.00, 0.11, 0.70, 0.79, 0.16, 0.09, 0.13, 0.13, 0.70, 0.22, 0.05, 0.05, 0.07, 100.00, 0.51, 0.41, 0.15, 0.20, 0.07, 0.17, 0.17, 100.00, 0.04, 0.06, 0.09, 0.22, 0.14, 12.11, 0.64, 6.59, 1.27, 5.88, 6.91, 5.71, 10.39, 0.64, 4.75, 1.00, 0.67, 0.35, 1.97, 3.64, 1.27, 16.36, 0.87, 2.44, 0.59, 4.00, 2.06, 6.91, 0.70, 6.12, 1.34, 0.63, 0.35, 100.00, 1.83, 100.00, 5.88, 3.00, 0.63, 0.03, 100.00
UNIT_SCOTTISH_HIGHLANDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.88, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 21.89, 12.50, 21.89, 12.50, 11.86, 14.00, 14.00, 9.07, 9.09, 16.36, 13.15, 100.00, 16.36, 8.53, 8.53, 9.09, 6.20, 8.53, 11.11, 100.00, 8.18, 5.88, 3.21, 4.33, 3.21, 6.20, 3.21, 5.00, 3.33, 100.00, 5.71, 1.92, 1.92, 1.93, 3.74, 0.94, 1.37, 1.37, 1.23, 1.10, 0.74, 0.69, 0.87, 100.00, 0.89, 0.74, 1.50, 100.00, 0.18, 0.59, 0.72, 0.24, 0.12, 0.19, 0.19, 0.59, 0.27, 0.07, 0.07, 0.10, 100.00, 0.38, 0.59, 0.19, 0.24, 0.09, 0.22, 0.22, 100.00, 0.05, 0.07, 0.12, 0.27, 0.17, 13.15, 0.94, 7.69, 1.92, 7.14, 8.53, 8.53, 11.86, 0.44, 5.71, 1.50, 1.00, 0.64, 5.00, 4.08, 1.92, 21.89, 1.27, 3.52, 0.87, 5.00, 3.00, 8.53, 1.37, 9.07, 1.27, 0.92, 0.67, 100.00, 1.92, 100.00, 7.14, 4.42, 0.92, 0.03, 100.00
UNIT_DE_ZEVEN_PROVINCIEN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.88, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 23.86, 26.00, 21.89, 25.00, 11.64, 16.36, 16.36, 11.64, 17.67, 18.16, 14.86, 100.00, 18.16, 8.88, 7.59, 16.67, 6.60, 8.88, 6.88, 100.00, 9.09, 12.11, 3.66, 5.50, 2.86, 6.60, 2.86, 10.67, 7.44, 100.00, 6.11, 2.30, 2.30, 2.47, 2.19, 1.50, 2.20, 2.20, 2.35, 0.98, 0.66, 1.06, 1.20, 100.00, 1.14, 0.66, 2.35, 100.00, 0.15, 0.86, 0.61, 0.45, 0.21, 0.31, 0.31, 0.86, 0.24, 0.06, 0.06, 0.08, 100.00, 0.86, 0.78, 0.24, 0.22, 0.14, 0.19, 0.20, 100.00, 0.04, 0.07, 0.20, 0.24, 0.15, 14.86, 1.50, 4.30, 1.69, 14.29, 8.88, 7.59, 13.27, 0.71, 6.11, 2.89, 1.57, 1.00, 9.70, 4.50, 1.69, 21.89, 1.14, 3.11, 0.78, 10.00, 2.66, 8.88, 2.20, 11.64, 1.64, 0.83, 1.07, 100.00, 2.30, 100.00, 14.29, 3.92, 0.83, 0.03, 100.00
UNIT_MONGOLIAN_KESHIG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.64, 6.60, 6.88, 5.50, 5.71, 2.47, 2.56, 2.56, 1.77, 4.00, 2.98, 3.66, 100.00, 2.98, 2.14, 1.55, 3.20, 1.64, 2.14, 3.63, 100.00, 1.36, 2.04, 0.98, 1.46, 0.61, 1.64, 0.61, 1.44, 1.11, 100.00, 1.04, 0.63, 0.63, 0.36, 0.93, 0.16, 0.23, 0.23, 0.41, 0.22, 0.17, 0.44, 0.38, 100.00, 0.16, 0.17, 0.26, 100.00, 0.06, 0.30, 0.28, 0.07, 0.05, 0.06, 0.06, 0.26, 0.10, 0.03, 0.03, 0.04, 100.00, 0.22, 0.14, 0.07, 0.10, 0.03, 0.08, 0.09, 100.00, 0.02, 0.03, 0.05, 0.09, 0.07, 3.66, 0.16, 1.78, 0.35, 2.47, 2.14, 1.55, 3.21, 0.30, 1.04, 0.51, 0.20, 0.10, 1.00, 1.20, 0.35, 5.50, 0.24, 0.66, 0.19, 1.50, 0.56, 2.14, 0.23, 1.77, 0.47, 0.17, 0.14, 100.00, 0.50, 100.00, 2.20, 0.83, 0.20, 0.02, 100.00
UNIT_GEORGIAN_KHEVSURETI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 7.27, 6.67, 7.27, 5.88, 3.18, 4.71, 4.71, 3.18, 2.14, 7.09, 3.87, 100.00, 7.09, 2.05, 2.05, 4.22, 1.44, 2.05, 1.81, 100.00, 3.20, 1.17, 0.79, 1.49, 0.79, 1.44, 0.79, 0.83, 1.02, 100.00, 2.02, 0.45, 0.45, 0.69, 0.48, 0.31, 0.43, 0.43, 0.22, 0.26, 0.18, 0.21, 0.21, 100.00, 0.31, 0.18, 0.36, 100.00, 0.04, 0.14, 0.13, 0.11, 0.06, 0.08, 0.08, 0.21, 0.08, 0.01, 0.01, 0.02, 100.00, 0.08, 0.21, 0.08, 0.07, 0.04, 0.06, 0.06, 100.00, 0.01, 0.02, 0.06, 0.11, 0.05, 3.87, 0.31, 0.95, 0.45, 1.75, 2.05, 2.05, 1.53, 0.13, 2.02, 0.27, 0.25, 0.22, 0.83, 1.00, 0.45, 7.27, 0.31, 0.88, 0.21, 2.22, 0.74, 2.05, 0.43, 3.18, 0.31, 0.33, 0.12, 100.00, 0.68, 100.00, 2.86, 1.07, 0.22, 0.01, 100.00
UNIT_MAPUCHE_MALON_RAIDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 10.78, 10.78, 7.27, 6.67, 7.09, 8.60, 100.00, 7.09, 4.50, 4.50, 6.67, 3.18, 4.50, 6.25, 100.00, 5.88, 4.22, 1.70, 3.22, 1.70, 3.18, 1.70, 2.86, 2.22, 100.00, 2.02, 1.00, 1.00, 1.44, 1.41, 0.88, 1.29, 1.29, 0.59, 0.59, 0.40, 0.46, 0.45, 100.00, 0.69, 0.40, 0.79, 100.00, 0.07, 0.31, 0.32, 0.28, 0.13, 0.18, 0.18, 0.21, 0.14, 0.02, 0.02, 0.04, 100.00, 0.18, 0.45, 0.14, 0.12, 0.06, 0.09, 0.13, 100.00, 0.01, 0.03, 0.11, 0.11, 0.08, 8.60, 0.88, 3.09, 1.00, 5.56, 4.50, 4.50, 7.27, 0.27, 2.02, 0.79, 0.52, 0.59, 2.86, 2.20, 1.00, 12.50, 0.69, 1.86, 0.45, 4.00, 1.58, 4.50, 1.29, 7.27, 0.69, 0.33, 0.31, 100.00, 0.68, 100.00, 5.26, 2.30, 0.49, 0.02, 100.00
UNIT_CREE_OKIHTCITAW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.31, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 1.00, 1.29, 1.00, 0.98, 0.45, 0.69, 0.69, 0.45, 0.59, 0.69, 0.54, 100.00, 0.69, 0.29, 0.29, 0.59, 0.21, 0.29, 0.44, 100.00, 0.45, 0.28, 0.11, 0.21, 0.11, 0.21, 0.11, 0.18, 0.14, 100.00, 0.19, 0.08, 0.08, 0.09, 0.09, 0.06, 0.09, 0.09, 0.05, 0.06, 0.05, 0.05, 0.05, 100.00, 0.06, 0.05, 0.06, 100.00, 0.01, 0.04, 0.03, 0.03, 0.02, 0.03, 0.03, 0.04, 0.03, 0.00, 0.00, 0.01, 100.00, 0.03, 0.05, 0.03, 0.03, 0.02, 0.02, 0.02, 100.00, 0.00, 0.01, 0.02, 0.03, 0.02, 0.54, 0.06, 0.20, 0.08, 0.48, 0.29, 0.29, 0.45, 0.04, 0.19, 0.06, 0.05, 0.05, 0.18, 0.14, 0.08, 1.00, 0.06, 0.12, 0.05, 0.31, 0.11, 0.29, 0.09, 0.45, 0.06, 0.05, 0.03, 100.00, 0.08, 100.00, 0.41, 0.16, 0.05, 0.01, 100.00
